id,name,generation,types,height_dm,weight_hg,base_experience,hp,attack,defense,special_attack,special_defense,speed,total_stats,abilities,hidden_ability,species_color,species_shape,habitat,growth_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,has_gender_differences,gender_rate,forms_switchable,evolution_chain_id,evolves_from,flavor_text_en,sprite_url
530,excadrill,5,"ground,steel",7,404,178,110,135,60,50,65,88,508,"sand-rush,sand-force",mold-breaker,gray,humanoid,,medium,60,70,20,False,False,False,False,4,False,270,drilbur,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png
531,audino,5,normal,11,310,390,103,60,86,60,86,50,445,"healer,regenerator",klutz,pink,upright,,fast,255,70,20,False,False,False,False,4,True,271,,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png
532,timburr,5,fighting,6,125,61,75,80,55,25,35,35,305,"guts,sheer-force",iron-fist,gray,humanoid,,medium-slow,180,70,20,False,False,False,False,2,False,272,,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png
533,gurdurr,5,fighting,12,400,142,85,105,85,40,50,40,405,"guts,sheer-force",iron-fist,gray,humanoid,,medium-slow,90,70,20,False,False,False,False,2,False,272,timburr,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png
534,conkeldurr,5,fighting,14,870,227,105,140,95,55,65,45,505,"guts,sheer-force",iron-fist,brown,humanoid,,medium-slow,45,70,20,False,False,False,False,2,False,272,gurdurr,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png
535,tympole,5,water,5,45,59,50,50,40,50,40,64,294,"swift-swim,hydration",water-absorb,blue,fish,,medium-slow,255,70,20,False,False,False,False,4,False,273,,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png
536,palpitoad,5,"water,ground",8,170,134,75,65,55,65,55,69,384,"swift-swim,hydration",water-absorb,blue,upright,,medium-slow,120,70,20,False,False,False,False,4,False,273,tympole,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png
537,seismitoad,5,"water,ground",15,620,229,105,95,75,85,75,74,509,"swift-swim,poison-touch",water-absorb,blue,humanoid,,medium-slow,45,70,20,False,False,False,False,4,False,273,palpitoad,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png
538,throh,5,fighting,13,555,163,120,100,85,30,85,45,465,"guts,inner-focus",mold-breaker,red,humanoid,,medium,45,70,20,False,False,False,False,0,False,274,,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png
539,sawk,5,fighting,14,510,163,75,125,75,30,75,85,465,"sturdy,inner-focus",mold-breaker,blue,humanoid,,medium,45,70,20,False,False,False,False,0,False,275,,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png
540,sewaddle,5,"bug,grass",3,25,62,45,53,70,40,60,42,310,"swarm,chlorophyll",overcoat,yellow,armor,,medium-slow,255,70,15,False,False,False,False,4,False,276,,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png
541,swadloon,5,"bug,grass",5,73,133,55,63,90,50,80,42,380,"leaf-guard,chlorophyll",overcoat,green,arms,,medium-slow,120,70,15,False,False,False,False,4,False,276,sewaddle,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png
542,leavanny,5,"bug,grass",12,205,225,75,103,80,70,80,92,500,"swarm,chlorophyll",overcoat,yellow,humanoid,,medium-slow,45,70,15,False,False,False,False,4,False,276,swadloon,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png
543,venipede,5,"bug,poison",4,53,52,30,45,59,30,39,57,260,"poison-point,swarm",speed-boost,red,armor,,medium-slow,255,70,15,False,False,False,False,4,False,277,,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png
544,whirlipede,5,"bug,poison",12,585,126,40,55,99,40,79,47,360,"poison-point,swarm",speed-boost,gray,ball,,medium-slow,120,70,15,False,False,False,False,4,False,277,venipede,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png
545,scolipede,5,"bug,poison",25,2005,218,60,100,89,55,69,112,485,"poison-point,swarm",speed-boost,red,armor,,medium-slow,45,70,20,False,False,False,False,4,False,277,whirlipede,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png
546,cottonee,5,"grass,fairy",3,6,56,40,27,60,37,50,66,280,"prankster,infiltrator",chlorophyll,green,ball,,medium,190,70,20,False,False,False,False,4,False,278,,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png
547,whimsicott,5,"grass,fairy",7,66,168,60,67,85,77,75,116,480,"prankster,infiltrator",chlorophyll,green,humanoid,,medium,75,70,20,False,False,False,False,4,False,278,cottonee,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png
548,petilil,5,grass,5,66,56,45,35,50,70,50,30,280,"chlorophyll,own-tempo",leaf-guard,green,blob,,medium,190,70,20,False,False,False,False,8,False,279,,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png
549,lilligant,5,grass,11,163,168,70,60,75,110,75,90,480,"chlorophyll,own-tempo",leaf-guard,green,blob,,medium,75,70,20,False,False,False,False,8,False,279,petilil,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png
550,basculin-red-striped,5,water,10,180,161,70,92,65,80,55,98,460,"reckless,adaptability",mold-breaker,green,fish,,medium,25,70,40,False,False,False,False,4,False,280,,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png
551,sandile,5,"ground,dark",7,152,58,50,72,35,35,35,65,292,"intimidate,moxie",anger-point,brown,quadruped,,medium-slow,180,70,20,False,False,False,False,4,False,281,,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png
552,krokorok,5,"ground,dark",10,334,123,60,82,45,45,45,74,351,"intimidate,moxie",anger-point,brown,quadruped,,medium-slow,90,70,20,False,False,False,False,4,False,281,sandile,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png
553,krookodile,5,"ground,dark",15,963,234,95,117,80,65,70,92,519,"intimidate,moxie",anger-point,red,upright,,medium-slow,45,70,20,False,False,False,False,4,False,281,krokorok,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png
554,darumaka,5,fire,6,375,63,70,90,45,15,45,50,315,hustle,inner-focus,red,humanoid,,medium-slow,120,70,20,False,False,False,False,4,False,282,,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png
555,darmanitan-standard,5,fire,13,929,168,105,140,55,30,55,95,480,sheer-force,zen-mode,red,quadruped,,medium-slow,60,70,20,False,False,False,False,4,True,282,darumaka,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png
556,maractus,5,grass,10,280,161,75,86,67,106,67,60,461,"water-absorb,chlorophyll",storm-drain,green,blob,,medium,255,70,20,False,False,False,False,4,False,283,,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png
557,dwebble,5,"bug,rock",3,145,65,50,65,85,35,35,55,325,"sturdy,shell-armor",weak-armor,red,armor,,medium,190,70,20,False,False,False,False,4,False,284,,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png
558,crustle,5,"bug,rock",14,2000,170,70,105,125,65,75,45,485,"sturdy,shell-armor",weak-armor,red,armor,,medium,75,70,20,False,False,False,False,4,False,284,dwebble,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png
559,scraggy,5,"dark,fighting",6,118,70,50,75,70,35,70,48,348,"shed-skin,moxie",intimidate,yellow,upright,,medium,180,35,15,False,False,False,False,4,False,285,,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png
560,scrafty,5,"dark,fighting",11,300,171,65,90,115,45,115,58,488,"shed-skin,moxie",intimidate,red,upright,,medium,90,70,15,False,False,False,False,4,False,285,scraggy,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png
561,sigilyph,5,"psychic,flying",14,140,172,72,58,80,103,80,97,490,"wonder-skin,magic-guard",tinted-lens,black,wings,,medium,45,70,20,False,False,False,False,4,False,286,,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png
562,yamask,5,ghost,5,15,61,38,30,85,55,65,30,303,mummy,,black,arms,,medium,190,70,25,False,False,False,False,4,False,287,,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png
563,cofagrigus,5,ghost,17,765,169,58,50,145,95,105,30,483,mummy,,yellow,blob,,medium,90,70,25,False,False,False,False,4,False,287,yamask,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png
564,tirtouga,5,"water,rock",7,165,71,54,78,103,53,45,22,355,"solid-rock,sturdy",swift-swim,blue,quadruped,,medium,45,70,30,False,False,False,False,1,False,288,,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png
565,carracosta,5,"water,rock",12,810,173,74,108,133,83,65,32,495,"solid-rock,sturdy",swift-swim,blue,upright,,medium,45,70,30,False,False,False,False,1,False,288,tirtouga,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png
566,archen,5,"rock,flying",5,95,71,55,112,45,74,45,70,401,defeatist,,yellow,wings,,medium,45,70,30,False,False,False,False,1,False,289,,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png
567,archeops,5,"rock,flying",14,320,177,75,140,65,112,65,110,567,defeatist,,yellow,wings,,medium,45,70,30,False,False,False,False,1,False,289,archen,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png
568,trubbish,5,poison,6,310,66,50,50,62,40,62,65,329,"stench,sticky-hold",aftermath,green,humanoid,,medium,190,70,20,False,False,False,False,4,False,290,,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png
569,garbodor,5,poison,19,1073,166,80,95,82,60,82,75,474,"stench,weak-armor",aftermath,green,humanoid,,medium,60,70,20,False,False,False,False,4,False,290,trubbish,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png
